accession	gene	logFC	fold_change	AveExpr	t	P.Value	adj.P.Val	B	n_imputed	direction
P19137	Lama1	0.364404376529679	1.287350031232507	36.9851806182202	0.805709250730006	0.455805381989143	0.998030532995944	-5.58803069384697	0	NS
P16546	Sptan1	0.494467507252674	1.4088006766902443	32.8840184219171	1.25907889295864	0.26178291751956	0.998030532995944	-5.16626063507506	0	NS
P02469	Lamb1	-0.0289438469442446	0.9801375638393882	36.4426457192351	-0.0558744886456425	0.957534156494419	0.998809768174366	-5.9242233188865	0	NS
P02468	Lamc1	-0.0427667109020246	0.9707914376265431	36.3605908108272	-0.0868767520022822	0.934029750842205	0.998030532995944	-5.92177021269505	0	NS
Q9JHU4	Dync1h1	1.32227184079359	2.500595737233623	29.4076508217588	1.45718260422221	0.202907676805264	0.998030532995944	-4.9516517738376	0	NS
Q62261	Sptbn1	1.06331447675054	2.0897269920023174	31.3420061297444	2.42581556703676	0.0579779845503499	0.998030532995944	-3.81686564956096	0	NS
Q05793	Hspg2	-0.135942159665937	0.9100753099654929	33.694613366343	-0.240773182709258	0.818975733005014	0.998030532995944	-5.89397738099384	0	NS
Q64727	Vcl	-0.131166552204805	0.9130928317505697	34.9061534469982	-0.314491753433249	0.765427177720021	0.998030532995944	-5.87162561035836	0	NS
Q80X90	Flnb	1.32804861997648	2.510628591330654	31.3099310730892	1.6807092683804	0.151638040120884	0.998030532995944	-4.6965895804449	0	NS
P19096	Fasn	0.444562693312181	1.3609015403591336	32.3412564693	1.01736071169626	0.354140071498217	0.998030532995944	-5.40586843787993	0	NS
P01027	C3	0.347339197190022	1.2722120859162545	35.4904892329098	0.329091888027232	0.755692719735819	0.998030532995944	-5.8660076808611	0	NS
P11087	Col1a1	0.468075248782723	1.3832627760154395	35.6120143732712	0.440158812707611	0.678568588085421	0.998030532995944	-5.81968771812367	0	NS
Q8BTM8	Flna	0.018861708917373	1.0131597779856125	32.4133117334576	0.0238831766450637	0.981839051383278	0.999971162684518	-5.92563865753347	0	NS
P02463	Col4a1	0.924086414663232	1.8974822824229909	33.5426436209135	2.10629790837685	0.0871311151272984	0.998030532995944	-4.19383218185289	0	NS
Q9QXS1	Plec	-0.0451073800299052	0.9692176752188729	30.3539508388612	-0.0718354096048074	0.945425605177107	0.998030532995944	-5.92309317807779	0	NS
P10493	Nid1	-0.195746463239753	0.8731210184470519	36.6942676631602	-0.413754645875604	0.695636259686093	0.998030532995944	-5.83260255311102	0	NS
P08121	Col3a1	0.547352302060686	1.461401205029111	34.4913636086783	0.48450924981114	0.648914883509146	0.998030532995944	-5.79774982705429	0	NS
Q61316	Hspa4	0.218125332551229	1.1632210907164862	33.2512767720224	0.409360645088097	0.698661599133811	0.998030532995944	-5.83454152347698	0	NS
P57780	Actn4	0.0551108018244715	1.0389388927896261	35.0122234269384	0.0936607108169335	0.928895602290617	0.998030532995944	-5.92109172752589	0	NS
Q01853	Vcp	0.418298367703938	1.3363504240963344	35.8478404567969	1.25080377257984	0.264553847926174	0.998030532995944	-5.17491405685632	0	NS
Q01149	Col1a2	0.798196909757084	1.7389264456077393	34.4776831118032	0.775279614331276	0.473927071311738	0.998030532995944	-5.60976668064308	0	NS
Q3U1J4	Ddb1	0.18308991466007	1.1353128572854028	33.3297575574763	0.358452478607084	0.734158400665913	0.998030532995944	-5.85558696135634	0	NS
Q60847	Col12a1	-2.4924308932974	0.17770659232882477	32.3862858619564	-3.89316707048181	0.0107335101985307	0.998030532995944	-2.2750610464869	0	NS
P07901	Hsp90aa1	1.62353781343302	3.0812971407269405	35.174597145547	4.45651717463669	0.0061310158320478	0.99160661699478	-1.79086592923052	0	NS
Q7TPR4	Actn1	0.199161733514409	1.148031106817213	34.3829267840855	0.366810021762934	0.728276354649191	0.998030532995944	-5.85231255923899	0	NS
P08113	Hsp90b1	0.239571648662725	1.1806420643328355	35.0896585123144	0.586412534140115	0.582233817466243	0.998030532995944	-5.74162535533553	0	NS
Q3UQ28	Pxdn	-0.124689008429324	0.917201736590323	33.5906972023361	-0.215244871618459	0.83779933597855	0.998030532995944	-5.90036836950263	0	NS
P20029	Hspa5	0.482889296897513	1.3975397295611314	35.8696815686222	1.32654043489022	0.240158246624685	0.998030532995944	-5.09470979206088	0	NS
P20152	Vim	-0.112372524114818	0.9250655322878185	36.3683817566467	-0.32889253283493	0.755124960901591	0.998030532995944	-5.86659207378462	0	NS
P11276	Fn1	0.174800320299188	1.1288081585668157	32.1887123390296	0.120873641652524	0.908593384052957	0.998030532995944	-5.91778557806184	0	NS
O88207	Col5a1	0.990202700525792	1.9864640720484343	32.6084760833263	1.60374430391908	0.167673629855355	0.998030532995944	-4.7855754590476	0	NS
P11499	Hsp90ab1	-0.142841718011503	0.9057333480307478	35.5328740613408	-0.385423491016849	0.715251953521562	0.998030532995944	-5.844764071931	0	NS
A2ARV4	Lrp2	0.809227462049799	1.752272879896522	29.6306280539064	1.06575421819289	0.333688876579511	0.998030532995944	-5.36028929351257	0	NS
Q68FD5	Cltc	0.0160229373309496	1.0111681572317142	31.74136848219	0.0405229808700312	0.969192582306594	0.999971162684518	-5.92504409456632	0	NS
Q9JKR6	Hyou1	0.695133036454746	1.6190337235338221	31.7624592019453	0.987975250803059	0.36705791267537	0.998030532995944	-5.43288399762993	0	NS
P26041	Msn	0.171249446064252	1.1260332636510015	34.6944611564353	0.406460573075572	0.700661796837381	0.998030532995944	-5.83581067843183	0	NS
P70398	Usp9x	0.848438677372372	1.8005512663517222	28.2235643730865	0.949316685825597	0.384634539125895	0.998030532995944	-5.46762557135863	0	NS
P58252	Eef2	0.0506966401199094	1.035764947210413	34.4796289392173	0.13969606408678	0.894172382223791	0.998030532995944	-5.91514790251428	0	NS
Q61147	Cp	0.205528538596056	1.1531087166128018	34.9807037363461	0.133731271582477	0.898936352489976	0.998030532995944	-5.9159586659527	0	NS
Q6ZQ38	Cand1	0.560028076471861	1.4742979085112098	32.4283953102579	1.06261033907089	0.33498669388835	0.998030532995944	-5.36329014851732	0	NS
P63017	Hspa8	0.223708563271785	1.1677314790466857	35.6043866976698	0.656637553865936	0.539475654177954	0.998030532995944	-5.6967919459555	0	NS
Q64514	Tpp2	0.591835043376929	1.5071625719159254	31.2081827918203	1.02194109507453	0.352160717724792	0.998030532995944	-5.40161161037179	0	NS
P27546	Map4	0.423142832845563	1.340845334307637	31.3608151382502	0.822503306234075	0.447001573963829	0.998030532995944	-5.57469830982652	0	NS
Q9WTQ5	Akap12	0.346089820896657	1.2711108250597674	31.9081944764464	0.544098944692218	0.608977953038627	0.998030532995944	-5.76651783326586	0	NS
P27773	Pdia3	0.242168141749725	1.182768840347655	36.3003411158017	0.753585491611009	0.483938474530436	0.998030532995944	-5.62806061065307	0	NS
P58771	Tpm1	0.434431242830409	1.3513779709799227	34.070147486184	1.1793385355667	0.289598965471579	0.998030532995944	-5.24842795409993	0	NS
P09103	P4hb	0.226215995148943	1.1697627836486453	35.7435539331829	0.68020464250949	0.525596406483307	0.998030532995944	-5.6807948115548	0	NS
P52480	Pkm	0.0713443534718035	1.0506953020631478	35.2031982621895	0.14931130294398	0.886950428991159	0.998030532995944	-5.91361251430926	0	NS
Q8K411	Pitrm1	0.899460433384817	1.8653682066083972	30.1898515806531	1.23164162654102	0.271071932539025	0.998030532995944	-5.19484302444636	0	NS
Q6IRU2	Tpm4	0.0716315526892971	1.050904486192701	33.2789809400576	0.149957331758582	0.886465632984169	0.998030532995944	-5.91350572458739	0	NS
Q91V92	Acly	-0.106846570187417	0.9286156048069083	32.2533777974566	-0.252032387415445	0.810716071806753	0.998030532995944	-5.8909366105795	0	NS
Q8BKC5	Ipo5	0.456334414684854	1.3720512912957692	32.2263597829988	1.21365020787445	0.277322376769304	0.998030532995944	-5.2134120505457	0	NS
P17156	Hspa2	-0.0162558654739829	0.9887955355364083	30.7931597440721	-0.015383526797036	0.988306755413488	0.999971162684518	-5.92582364233262	0	NS
Q11011	Npepps	0.154330114464832	1.1129047439906978	32.8914600507712	0.401273833419635	0.704245916377995	0.998030532995944	-5.83805952344443	0	NS
E9Q557	Dsp	1.40763623415852	2.6530212554048584	27.4395578378682	1.46622227627097	0.200542756404113	0.998030532995944	-4.94156178994303	0	NS
Q6P5F9	Xpo1	-0.0538320980876974	0.9633740056731085	31.4341795268322	-0.0936241915308028	0.928923230198218	0.998030532995944	-5.92109551596495	0	NS
Q9EPL2	Clstn1	0.297523252828984	1.22903265897727	32.0250100238773	0.696814424319634	0.515959437748881	0.998030532995944	-5.66924148969194	0	NS
Q921I1	Tf	0.329396192605164	1.2564873900679356	33.3941072624883	0.74777052534813	0.487152542041534	0.998030532995944	-5.63239668293577	0	NS
Q02819	Nucb1	0.172341039959214	1.126885582495688	34.2001637473834	0.481834883418272	0.649602276914975	0.998030532995944	-5.80012512232573	0	NS
