"id","limma_log2FC","p_value","adj_p_value","n_imputed","AveExpr","t","B"
"P19137",0.364404376529679,0.455805381989143,0.998030532995944,0,36.9851806182202,0.805709250730006,-5.58803069384697
"P16546",0.494467507252674,0.26178291751956,0.998030532995944,0,32.8840184219171,1.25907889295864,-5.16626063507506
"P02469",-0.0289438469442446,0.957534156494419,0.998809768174366,0,36.4426457192351,-0.0558744886456425,-5.9242233188865
"P02468",-0.0427667109020246,0.934029750842205,0.998030532995944,0,36.3605908108272,-0.0868767520022822,-5.92177021269505
"Q9JHU4",1.32227184079359,0.202907676805264,0.998030532995944,0,29.4076508217588,1.45718260422221,-4.9516517738376
"Q62261",1.06331447675054,0.0579779845503499,0.998030532995944,0,31.3420061297444,2.42581556703676,-3.81686564956096
"Q05793",-0.135942159665937,0.818975733005014,0.998030532995944,0,33.694613366343,-0.240773182709258,-5.89397738099384
"Q64727",-0.131166552204805,0.765427177720021,0.998030532995944,0,34.9061534469982,-0.314491753433249,-5.87162561035836
"Q80X90",1.32804861997648,0.151638040120884,0.998030532995944,0,31.3099310730892,1.6807092683804,-4.6965895804449
"P19096",0.444562693312181,0.354140071498217,0.998030532995944,0,32.3412564693,1.01736071169626,-5.40586843787993
"P01027",0.347339197190022,0.755692719735819,0.998030532995944,0,35.4904892329098,0.329091888027232,-5.8660076808611
"P11087",0.468075248782723,0.678568588085421,0.998030532995944,0,35.6120143732712,0.440158812707611,-5.81968771812367
"Q8BTM8",0.018861708917373,0.981839051383278,0.999971162684518,0,32.4133117334576,0.0238831766450637,-5.92563865753347
"P02463",0.924086414663232,0.0871311151272984,0.998030532995944,0,33.5426436209135,2.10629790837685,-4.19383218185289
"Q9QXS1",-0.0451073800299052,0.945425605177107,0.998030532995944,0,30.3539508388612,-0.0718354096048074,-5.92309317807779
"P10493",-0.195746463239753,0.695636259686093,0.998030532995944,0,36.6942676631602,-0.413754645875604,-5.83260255311102
"P08121",0.547352302060686,0.648914883509146,0.998030532995944,0,34.4913636086783,0.48450924981114,-5.79774982705429
"Q61316",0.218125332551229,0.698661599133811,0.998030532995944,0,33.2512767720224,0.409360645088097,-5.83454152347698
"P57780",0.0551108018244715,0.928895602290617,0.998030532995944,0,35.0122234269384,0.0936607108169335,-5.92109172752589
"Q01853",0.418298367703938,0.264553847926174,0.998030532995944,0,35.8478404567969,1.25080377257984,-5.17491405685632
"Q01149",0.798196909757084,0.473927071311738,0.998030532995944,0,34.4776831118032,0.775279614331276,-5.60976668064308
